season,game_pk,game_date,game_id,team,opponent,home_away,outcome,actual_outcome,positive_rule_count,negative_rule_count,positive_score,negative_score,net_score,top_positive_rules,top_negative_rules,validation_mode,test_season
2024,747826,2024-03-24,TB@DET,DET,TB,home,team_runs_5plus,0,4,0,0.216,0,0.216,team_strength_gap_bucket=plus_10_plus(+0.089) | offense_form_bucket=60_plus(+0.045) | opponent_l10_allowed5_rate_bucket=high_60_75(+0.042) | opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.040),,leave_one_season_out,2024
2024,747826,2024-03-24,TB@DET,DET,TB,home,team_early_deficit_scored_next2,1,3,0,0.1349,0,0.1349,home_away+opponent_strength_bucket=home__55_60(+0.048) | home_away=home(+0.044) | tag_home_scoring_spot=yes(+0.043),,leave_one_season_out,2024
2024,747828,2024-03-24,BAL@MIN,BAL,MIN,away,team_won,1,6,0,0.446,0,0.446,opponent_strength_bucket=lt_40(+0.111) | team_strength_gap_bucket=plus_10_plus(+0.102) | opponent_run_prevention_bucket=lt_40(+0.083) | home_away+opponent_strength_bucket=away__lt_40(+0.059) | opponent_l10_allowed5_rate_bucket=very_high_75_plus(+0.050),,leave_one_season_out,2024
2024,747828,2024-03-24,BAL@MIN,BAL,MIN,away,team_runs_4plus,1,9,0,0.6873,0,0.6873,opponent_strength_bucket=lt_40(+0.106) | home_away+opponent_strength_bucket=away__lt_40(+0.097) | team_strength_gap_bucket=plus_10_plus(+0.091) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.082) | l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket=avg_45_60__very_high_75_plus(+0.080),,leave_one_season_out,2024
2024,747828,2024-03-24,BAL@MIN,BAL,MIN,away,team_runs_5plus,1,7,0,0.5307,0,0.5307,home_away+opponent_strength_bucket=away__lt_40(+0.103) | opponent_strength_bucket=lt_40(+0.092) | team_strength_gap_bucket=plus_10_plus(+0.089) | opponent_run_prevention_bucket=lt_40(+0.073) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.064),,leave_one_season_out,2024
2024,747828,2024-03-24,BAL@MIN,BAL,MIN,away,game_total_9plus,1,5,0,0.2744,0,0.2744,home_away+opponent_strength_bucket=away__lt_40(+0.089) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.053) | l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket=avg_45_60__very_high_75_plus(+0.046) | team_l10_post5_rpg_bucket+opponent_l10_post5_allowed_bucket=low_lt_3_5__mid_3_5_4_5(+0.045) | opponent_run_prevention_bucket=lt_40(+0.041),,leave_one_season_out,2024
2024,747828,2024-03-24,BAL@MIN,BAL,MIN,away,team_f5_runs_2plus,1,6,0,0.3243,0,0.3243,team_strength_gap_bucket=plus_10_plus(+0.063) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.062) | opponent_strength_bucket=lt_40(+0.057) | opponent_run_prevention_bucket=lt_40(+0.055) | opponent_l10_allowed5_rate_bucket=very_high_75_plus(+0.044),,leave_one_season_out,2024
2024,747828,2024-03-24,BAL@MIN,MIN,BAL,home,team_won,0,2,2,0.1128,-0.2133,-0.1005,home_away+l10_rpg_bucket=home__very_high_5_5_plus(+0.067) | tag_home_scoring_spot=yes(+0.046),team_strength_bucket=lt_40(-0.111) | team_strength_gap_bucket=minus_10_or_worse(-0.102),leave_one_season_out,2024
2024,747828,2024-03-24,BAL@MIN,MIN,BAL,home,team_runs_4plus,0,0,3,0,-0.2154,-0.2154,,team_strength_bucket=lt_40(-0.087) | team_strength_gap_bucket=minus_10_or_worse(-0.080) | opponent_run_prevention_bucket=60_plus(-0.049),leave_one_season_out,2024
2024,747828,2024-03-24,BAL@MIN,MIN,BAL,home,team_runs_5plus,0,1,2,0.0404,-0.1646,-0.1242,opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.040),team_strength_bucket=lt_40(-0.091) | team_strength_gap_bucket=minus_10_or_worse(-0.074),leave_one_season_out,2024
2024,747828,2024-03-24,BAL@MIN,MIN,BAL,home,team_f5_runs_2plus,1,0,2,0,-0.1148,-0.1148,,team_strength_bucket=lt_40(-0.059) | team_strength_gap_bucket=minus_10_or_worse(-0.056),leave_one_season_out,2024
2024,747828,2024-03-24,BAL@MIN,MIN,BAL,home,team_early_deficit_scored_next2,1,3,0,0.1472,0,0.1472,home_away+opponent_strength_bucket=home__60_plus(+0.060) | home_away=home(+0.044) | tag_home_scoring_spot=yes(+0.043),,leave_one_season_out,2024
2024,747827,2024-03-24,NYM@MIA,NYM,MIA,away,team_won,0,2,0,0.1292,0,0.1292,team_l10_post5_rpg_bucket=mid_3_5_4_5(+0.089) | l10_scored5_rate_bucket=very_high_75_plus(+0.040),,leave_one_season_out,2024
2024,747827,2024-03-24,NYM@MIA,MIA,NYM,home,team_runs_4plus,1,2,0,0.1197,0,0.1197,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket=avg_45_60__very_high_75_plus(+0.080) | opponent_l10_allowed4_rate_bucket=very_high_75_plus(+0.040),,leave_one_season_out,2024
2024,747827,2024-03-24,NYM@MIA,MIA,NYM,home,team_early_deficit_scored_next2,0,2,0,0.0843,0,0.0843,home_away=home(+0.044) | home_away+l10_rpg_bucket=home__mid_3_5_4_5(+0.040),,leave_one_season_out,2024
2024,747829,2024-03-24,WSN@NYM,WSN,NYM,away,team_won,0,1,3,0.0502,-0.2663,-0.2161,opponent_l10_allowed5_rate_bucket=very_high_75_plus(+0.050),team_strength_bucket=lt_40(-0.111) | team_strength_gap_bucket=minus_10_or_worse(-0.102) | l10_scored5_rate_bucket=low_lt_30(-0.053),leave_one_season_out,2024
2024,747829,2024-03-24,WSN@NYM,WSN,NYM,away,team_runs_5plus,0,2,3,0.0994,-0.2175,-0.1181,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket=avg_45_60__very_high_75_plus(+0.059) | opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.040),team_strength_bucket=lt_40(-0.091) | team_strength_gap_bucket=minus_10_or_worse(-0.074) | l10_scored5_rate_bucket=low_lt_30(-0.053),leave_one_season_out,2024
2024,747829,2024-03-24,WSN@NYM,WSN,NYM,away,team_early_deficit_scored_next2,1,0,3,0,-0.1586,-0.1586,,home_away+opponent_strength_bucket=away__45_50(-0.064) | home_away+l10_rpg_bucket=away__high_4_5_5_5(-0.051) | home_away=away(-0.044),leave_one_season_out,2024
2024,747829,2024-03-24,WSN@NYM,NYM,WSN,home,team_won,1,11,0,0.9071,0,0.9071,home_away+opponent_strength_bucket=home__lt_40(+0.167) | opponent_strength_bucket=lt_40(+0.111) | tag_weak_leader_fade_watch=yes(+0.105) | team_strength_gap_bucket=plus_10_plus(+0.102) | team_l10_post5_rpg_bucket=mid_3_5_4_5(+0.089),,leave_one_season_out,2024
2024,747829,2024-03-24,WSN@NYM,NYM,WSN,home,team_runs_4plus,1,6,0,0.5154,0,0.5154,home_away+opponent_strength_bucket=home__lt_40(+0.117) | opponent_strength_bucket=lt_40(+0.106) | team_strength_gap_bucket=plus_10_plus(+0.091) | tag_weak_leader_fade_watch=yes(+0.088) | opponent_run_prevention_bucket=lt_40(+0.073),,leave_one_season_out,2024
2024,747829,2024-03-24,WSN@NYM,NYM,WSN,home,team_runs_5plus,1,7,0,0.5412,0,0.5412,tag_weak_leader_fade_watch=yes(+0.107) | opponent_strength_bucket=lt_40(+0.092) | team_strength_gap_bucket=plus_10_plus(+0.089) | home_away+opponent_strength_bucket=home__lt_40(+0.080) | opponent_run_prevention_bucket=lt_40(+0.073),,leave_one_season_out,2024
2024,747829,2024-03-24,WSN@NYM,NYM,WSN,home,team_f5_runs_2plus,1,6,0,0.3813,0,0.3813,home_away+opponent_strength_bucket=home__lt_40(+0.094) | tag_weak_leader_fade_watch=yes(+0.068) | team_strength_gap_bucket=plus_10_plus(+0.063) | opponent_strength_bucket=lt_40(+0.057) | opponent_run_prevention_bucket=lt_40(+0.055),,leave_one_season_out,2024
2024,747829,2024-03-24,WSN@NYM,NYM,WSN,home,team_early_deficit_scored_next2,0,2,0,0.0871,0,0.0871,home_away=home(+0.044) | tag_home_scoring_spot=yes(+0.043),,leave_one_season_out,2024
2024,747818,2024-03-24,CLE@CIN,CLE,CIN,away,team_won,1,7,0,0.5476,0,0.5476,l10_rpg_bucket+opponent_strength_bucket=very_high_5_5_plus__40_45(+0.136) | tag_weak_leader_fade_watch=yes(+0.105) | team_strength_gap_bucket=plus_10_plus(+0.102) | offense_form_bucket=60_plus(+0.060) | opponent_strength_bucket=40_45(+0.059),,leave_one_season_out,2024
2024,747818,2024-03-24,CLE@CIN,CLE,CIN,away,team_runs_4plus,1,7,0,0.4666,0,0.4666,l10_rpg_bucket+opponent_strength_bucket=very_high_5_5_plus__40_45(+0.097) | team_strength_gap_bucket=plus_10_plus(+0.091) | tag_weak_leader_fade_watch=yes(+0.088) | offense_form_bucket=60_plus(+0.050) | opponent_l10_allowed5_rate_bucket=high_60_75(+0.049),,leave_one_season_out,2024
2024,747818,2024-03-24,CLE@CIN,CLE,CIN,away,team_runs_5plus,1,8,0,0.5442,0,0.5442,l10_rpg_bucket+opponent_strength_bucket=very_high_5_5_plus__40_45(+0.123) | tag_weak_leader_fade_watch=yes(+0.107) | team_strength_gap_bucket=plus_10_plus(+0.089) | opponent_strength_bucket=40_45(+0.052) | home_away+opponent_strength_bucket=away__40_45(+0.046),,leave_one_season_out,2024
2024,747818,2024-03-24,CLE@CIN,CLE,CIN,away,team_f5_runs_2plus,1,6,0,0.3666,0,0.3666,l10_rpg_bucket+opponent_strength_bucket=very_high_5_5_plus__40_45(+0.100) | tag_weak_leader_fade_watch=yes(+0.068) | team_strength_gap_bucket=plus_10_plus(+0.063) | opponent_strength_bucket=40_45(+0.048) | home_away+opponent_strength_bucket=away__40_45(+0.046),,leave_one_season_out,2024
2024,747818,2024-03-24,CLE@CIN,CLE,CIN,away,team_early_deficit_scored_next2,0,0,2,0,-0.0905,-0.0905,,home_away+opponent_strength_bucket=away__40_45(-0.046) | home_away=away(-0.044),leave_one_season_out,2024
2024,747818,2024-03-24,CLE@CIN,CIN,CLE,home,team_won,0,0,2,0,-0.1609,-0.1609,,team_strength_gap_bucket=minus_10_or_worse(-0.102) | team_strength_bucket=40_45(-0.059),leave_one_season_out,2024
2024,747818,2024-03-24,CLE@CIN,CIN,CLE,home,team_f5_runs_2plus,1,4,1,0.1858,-0.0563,0.1295,opponent_starter_kbb_bucket=weak_lt_8(+0.057) | opponent_starter_xfip_bucket=very_bad_5_25_plus(+0.045) | opponent_starter_ip_bucket=short_lt_4_3(+0.043) | l10_rpg_bucket+opponent_starter_xfip_bucket=mid_3_5_4_5__very_bad_5_25_plus(+0.041),team_strength_gap_bucket=minus_10_or_worse(-0.056),leave_one_season_out,2024
2024,747817,2024-03-24,CWS@COL,CWS,COL,away,game_total_9plus,1,1,0,0.089,0,0.089,home_away+opponent_strength_bucket=away__lt_40(+0.089),,leave_one_season_out,2024
2024,747817,2024-03-24,CWS@COL,CWS,COL,away,team_early_deficit_scored_next2,0,0,2,0,-0.1118,-0.1118,,home_away+l10_rpg_bucket=away__low_lt_3_5(-0.068) | home_away=away(-0.044),leave_one_season_out,2024
2024,747817,2024-03-24,CWS@COL,COL,CWS,home,team_won,1,2,2,0.2777,-0.1641,0.1136,home_away+opponent_strength_bucket=home__lt_40(+0.167) | opponent_strength_bucket=lt_40(+0.111),team_strength_bucket=lt_40(-0.111) | l10_scored5_rate_bucket=low_lt_30(-0.053),leave_one_season_out,2024
2024,747817,2024-03-24,CWS@COL,COL,CWS,home,team_early_deficit_scored_next2,1,2,0,0.0995,0,0.0995,home_away+l10_rpg_bucket=home__low_lt_3_5(+0.055) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747819,2024-03-24,CHC@SEA,CHC,SEA,away,team_won,0,0,4,0,-0.3466,-0.3466,,team_strength_bucket=lt_40(-0.111) | team_strength_gap_bucket=minus_10_or_worse(-0.102) | home_away+opponent_strength_bucket=away__55_60(-0.082) | opponent_strength_bucket=55_60(-0.051),leave_one_season_out,2024
2024,747819,2024-03-24,CHC@SEA,CHC,SEA,away,team_runs_4plus,1,0,3,0,-0.2167,-0.2167,,team_strength_bucket=lt_40(-0.087) | team_strength_gap_bucket=minus_10_or_worse(-0.080) | home_away+opponent_strength_bucket=away__55_60(-0.050),leave_one_season_out,2024
2024,747819,2024-03-24,CHC@SEA,CHC,SEA,away,team_runs_5plus,1,1,3,0.0404,-0.2108,-0.1704,opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.040),team_strength_bucket=lt_40(-0.091) | team_strength_gap_bucket=minus_10_or_worse(-0.074) | home_away+opponent_strength_bucket=away__55_60(-0.046),leave_one_season_out,2024
2024,747819,2024-03-24,CHC@SEA,CHC,SEA,away,team_f5_runs_2plus,1,0,3,0,-0.1702,-0.1702,,team_strength_bucket=lt_40(-0.059) | team_strength_gap_bucket=minus_10_or_worse(-0.056) | home_away+opponent_strength_bucket=away__55_60(-0.055),leave_one_season_out,2024
2024,747819,2024-03-24,CHC@SEA,CHC,SEA,away,team_early_deficit_scored_next2,1,0,2,0,-0.0949,-0.0949,,home_away+l10_rpg_bucket=away__high_4_5_5_5(-0.051) | home_away=away(-0.044),leave_one_season_out,2024
2024,747819,2024-03-24,CHC@SEA,SEA,CHC,home,team_won,0,9,0,0.7845,0,0.7845,home_away+opponent_strength_bucket=home__lt_40(+0.167) | opponent_strength_bucket=lt_40(+0.111) | tag_weak_leader_fade_watch=yes(+0.105) | team_strength_gap_bucket=plus_10_plus(+0.102) | tag_live_rebound_watch=yes(+0.090),,leave_one_season_out,2024
2024,747819,2024-03-24,CHC@SEA,SEA,CHC,home,team_runs_4plus,1,6,0,0.4942,0,0.4942,home_away+opponent_strength_bucket=home__lt_40(+0.117) | opponent_strength_bucket=lt_40(+0.106) | team_strength_gap_bucket=plus_10_plus(+0.091) | tag_weak_leader_fade_watch=yes(+0.088) | opponent_l10_allowed5_rate_bucket=high_60_75(+0.049),,leave_one_season_out,2024
2024,747819,2024-03-24,CHC@SEA,SEA,CHC,home,team_runs_5plus,1,7,0,0.4915,0,0.4915,tag_weak_leader_fade_watch=yes(+0.107) | opponent_strength_bucket=lt_40(+0.092) | team_strength_gap_bucket=plus_10_plus(+0.089) | home_away+opponent_strength_bucket=home__lt_40(+0.080) | tag_live_rebound_watch=yes(+0.042),,leave_one_season_out,2024
2024,747819,2024-03-24,CHC@SEA,SEA,CHC,home,team_f5_runs_2plus,1,5,0,0.3295,0,0.3295,home_away+opponent_strength_bucket=home__lt_40(+0.094) | tag_weak_leader_fade_watch=yes(+0.068) | team_strength_gap_bucket=plus_10_plus(+0.063) | opponent_strength_bucket=lt_40(+0.057) | tag_live_rebound_watch=yes(+0.047),,leave_one_season_out,2024
2024,747819,2024-03-24,CHC@SEA,SEA,CHC,home,team_early_deficit_scored_next2,0,3,0,0.1308,0,0.1308,home_away=home(+0.044) | tag_live_rebound_watch=yes(+0.044) | tag_home_scoring_spot=yes(+0.043),,leave_one_season_out,2024
2024,747820,2024-03-24,AZ@MIL,AZ,MIL,away,team_won,0,0,2,0,-0.1333,-0.1333,,home_away+opponent_strength_bucket=away__55_60(-0.082) | opponent_strength_bucket=55_60(-0.051),leave_one_season_out,2024
2024,747820,2024-03-24,AZ@MIL,AZ,MIL,away,team_early_deficit_scored_next2,0,0,2,0,-0.0949,-0.0949,,home_away+l10_rpg_bucket=away__high_4_5_5_5(-0.051) | home_away=away(-0.044),leave_one_season_out,2024
2024,747820,2024-03-24,AZ@MIL,MIL,AZ,home,team_won,1,5,0,0.2647,0,0.2647,home_away+l10_rpg_bucket=home__very_high_5_5_plus(+0.067) | offense_form_bucket=60_plus(+0.060) | team_strength_bucket=55_60(+0.051) | tag_home_scoring_spot=yes(+0.046) | l10_scored5_rate_bucket=very_high_75_plus(+0.040),,leave_one_season_out,2024
2024,747820,2024-03-24,AZ@MIL,MIL,AZ,home,team_runs_5plus,1,2,0,0.0856,0,0.0856,offense_form_bucket=60_plus(+0.045) | opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.040),,leave_one_season_out,2024
2024,747820,2024-03-24,AZ@MIL,MIL,AZ,home,team_early_deficit_scored_next2,1,4,0,0.1738,0,0.1738,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044) | tag_home_scoring_spot=yes(+0.043) | l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket=very_high_75_plus__avg_45_60(+0.041),,leave_one_season_out,2024
2024,747822,2024-03-24,LAA@LAD,LAA,LAD,away,team_won,0,1,3,0.0827,-0.2771,-0.1944,opponent_run_prevention_bucket=lt_40(+0.083),team_strength_bucket=lt_40(-0.111) | team_strength_gap_bucket=minus_10_or_worse(-0.102) | home_away+l10_rpg_bucket=away__mid_3_5_4_5(-0.064),leave_one_season_out,2024
2024,747822,2024-03-24,LAA@LAD,LAA,LAD,away,team_runs_4plus,0,1,2,0.0733,-0.1668,-0.0935,opponent_run_prevention_bucket=lt_40(+0.073),team_strength_bucket=lt_40(-0.087) | team_strength_gap_bucket=minus_10_or_worse(-0.080),leave_one_season_out,2024
2024,747822,2024-03-24,LAA@LAD,LAA,LAD,away,team_runs_5plus,0,2,3,0.1136,-0.2071,-0.0935,opponent_run_prevention_bucket=lt_40(+0.073) | opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.040),team_strength_bucket=lt_40(-0.091) | team_strength_gap_bucket=minus_10_or_worse(-0.074) | opponent_l10_allowed2minus_rate_bucket=avg_45_60(-0.043),leave_one_season_out,2024
2024,747822,2024-03-24,LAA@LAD,LAA,LAD,away,team_early_deficit_scored_next2,0,0,2,0,-0.1077,-0.1077,,home_away+opponent_strength_bucket=away__45_50(-0.064) | home_away=away(-0.044),leave_one_season_out,2024
2024,747822,2024-03-24,LAA@LAD,LAD,LAA,home,team_won,1,11,0,0.8849,0,0.8849,home_away+opponent_strength_bucket=home__lt_40(+0.167) | opponent_strength_bucket=lt_40(+0.111) | tag_weak_leader_fade_watch=yes(+0.105) | team_strength_gap_bucket=plus_10_plus(+0.102) | team_l10_post5_rpg_bucket=mid_3_5_4_5(+0.089),,leave_one_season_out,2024
2024,747822,2024-03-24,LAA@LAD,LAD,LAA,home,team_runs_4plus,1,6,0,0.4916,0,0.4916,home_away+opponent_strength_bucket=home__lt_40(+0.117) | opponent_strength_bucket=lt_40(+0.106) | team_strength_gap_bucket=plus_10_plus(+0.091) | tag_weak_leader_fade_watch=yes(+0.088) | offense_form_bucket=60_plus(+0.050),,leave_one_season_out,2024
2024,747822,2024-03-24,LAA@LAD,LAD,LAA,home,team_runs_5plus,1,7,0,0.5132,0,0.5132,tag_weak_leader_fade_watch=yes(+0.107) | opponent_strength_bucket=lt_40(+0.092) | team_strength_gap_bucket=plus_10_plus(+0.089) | home_away+opponent_strength_bucket=home__lt_40(+0.080) | team_l10_post5_rpg_bucket=mid_3_5_4_5(+0.061),,leave_one_season_out,2024
2024,747822,2024-03-24,LAA@LAD,LAD,LAA,home,team_f5_runs_2plus,1,6,0,0.3682,0,0.3682,home_away+opponent_strength_bucket=home__lt_40(+0.094) | tag_weak_leader_fade_watch=yes(+0.068) | team_strength_gap_bucket=plus_10_plus(+0.063) | opponent_strength_bucket=lt_40(+0.057) | opponent_l10_allowed5_rate_bucket=very_high_75_plus(+0.044),,leave_one_season_out,2024
2024,747822,2024-03-24,LAA@LAD,LAD,LAA,home,team_early_deficit_scored_next2,0,2,0,0.0871,0,0.0871,home_away=home(+0.044) | tag_home_scoring_spot=yes(+0.043),,leave_one_season_out,2024
2024,747816,2024-03-25,TB@PHI,TB,PHI,away,team_won,1,7,1,0.6856,-0.0638,0.6218,team_strength_bucket+opponent_strength_bucket=50_55__lt_40(+0.170) | opponent_strength_bucket=lt_40(+0.111) | tag_weak_leader_fade_watch=yes(+0.105) | team_strength_gap_bucket=plus_10_plus(+0.102) | l10_rpg_bucket+opponent_strength_bucket=mid_3_5_4_5__lt_40(+0.090),home_away+l10_rpg_bucket=away__mid_3_5_4_5(-0.064),leave_one_season_out,2024
2024,747816,2024-03-25,TB@PHI,TB,PHI,away,team_runs_4plus,1,8,0,0.6849,0,0.6849,team_strength_bucket+opponent_strength_bucket=50_55__lt_40(+0.141) | opponent_strength_bucket=lt_40(+0.106) | home_away+opponent_strength_bucket=away__lt_40(+0.097) | team_strength_gap_bucket=plus_10_plus(+0.091) | tag_weak_leader_fade_watch=yes(+0.088),,leave_one_season_out,2024
2024,747816,2024-03-25,TB@PHI,TB,PHI,away,team_runs_5plus,1,7,0,0.6064,0,0.6064,team_strength_bucket+opponent_strength_bucket=50_55__lt_40(+0.134) | tag_weak_leader_fade_watch=yes(+0.107) | home_away+opponent_strength_bucket=away__lt_40(+0.103) | opponent_strength_bucket=lt_40(+0.092) | team_strength_gap_bucket=plus_10_plus(+0.089),,leave_one_season_out,2024
2024,747816,2024-03-25,TB@PHI,TB,PHI,away,game_total_9plus,1,1,0,0.089,0,0.089,home_away+opponent_strength_bucket=away__lt_40(+0.089),,leave_one_season_out,2024
2024,747816,2024-03-25,TB@PHI,TB,PHI,away,team_f5_runs_2plus,1,4,0,0.2724,0,0.2724,team_strength_bucket+opponent_strength_bucket=50_55__lt_40(+0.084) | tag_weak_leader_fade_watch=yes(+0.068) | team_strength_gap_bucket=plus_10_plus(+0.063) | opponent_strength_bucket=lt_40(+0.057),,leave_one_season_out,2024
2024,747816,2024-03-25,TB@PHI,PHI,TB,home,team_won,0,0,3,0,-0.3837,-0.3837,,team_strength_bucket+opponent_strength_bucket=lt_40__50_55(-0.170) | team_strength_bucket=lt_40(-0.111) | team_strength_gap_bucket=minus_10_or_worse(-0.102),leave_one_season_out,2024
2024,747816,2024-03-25,TB@PHI,PHI,TB,home,team_runs_4plus,0,0,3,0,-0.2593,-0.2593,,team_strength_bucket+opponent_strength_bucket=lt_40__50_55(-0.092) | team_strength_bucket=lt_40(-0.087) | team_strength_gap_bucket=minus_10_or_worse(-0.080),leave_one_season_out,2024
2024,747816,2024-03-25,TB@PHI,PHI,TB,home,team_runs_5plus,0,1,4,0.0404,-0.3161,-0.2757,opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.040),team_strength_bucket+opponent_strength_bucket=lt_40__50_55(-0.110) | team_strength_bucket=lt_40(-0.091) | team_strength_gap_bucket=minus_10_or_worse(-0.074) | l10_rpg_bucket+opponent_strength_bucket=mid_3_5_4_5__50_55(-0.042),leave_one_season_out,2024
2024,747816,2024-03-25,TB@PHI,PHI,TB,home,team_f5_runs_2plus,1,0,3,0,-0.1687,-0.1687,,team_strength_bucket=lt_40(-0.059) | team_strength_gap_bucket=minus_10_or_worse(-0.056) | team_strength_bucket+opponent_strength_bucket=lt_40__50_55(-0.054),leave_one_season_out,2024
2024,747816,2024-03-25,TB@PHI,PHI,TB,home,team_early_deficit_scored_next2,0,3,0,0.1299,0,0.1299,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044) | home_away+l10_rpg_bucket=home__mid_3_5_4_5(+0.040),,leave_one_season_out,2024
2024,747813,2024-03-25,MIN@ATL,MIN,ATL,away,team_won,0,1,4,0.0502,-0.4316,-0.3814,opponent_l10_allowed5_rate_bucket=very_high_75_plus(+0.050),team_strength_bucket+opponent_strength_bucket=lt_40__50_55(-0.170) | team_strength_bucket=lt_40(-0.111) | team_strength_gap_bucket=minus_10_or_worse(-0.102) | home_away+opponent_strength_bucket=away__50_55(-0.048),leave_one_season_out,2024
2024,747813,2024-03-25,MIN@ATL,MIN,ATL,away,team_runs_4plus,0,2,3,0.1197,-0.2593,-0.1396,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket=avg_45_60__very_high_75_plus(+0.080) | opponent_l10_allowed4_rate_bucket=very_high_75_plus(+0.040),team_strength_bucket+opponent_strength_bucket=lt_40__50_55(-0.092) | team_strength_bucket=lt_40(-0.087) | team_strength_gap_bucket=minus_10_or_worse(-0.080),leave_one_season_out,2024
2024,747813,2024-03-25,MIN@ATL,MIN,ATL,away,team_runs_5plus,0,2,4,0.0994,-0.3145,-0.2151,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket=avg_45_60__very_high_75_plus(+0.059) | opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.040),team_strength_bucket+opponent_strength_bucket=lt_40__50_55(-0.110) | team_strength_bucket=lt_40(-0.091) | team_strength_gap_bucket=minus_10_or_worse(-0.074) | home_away+opponent_strength_bucket=away__50_55(-0.040),leave_one_season_out,2024
2024,747813,2024-03-25,MIN@ATL,MIN,ATL,away,team_f5_runs_2plus,0,1,3,0.0439,-0.1687,-0.1248,opponent_l10_allowed5_rate_bucket=very_high_75_plus(+0.044),team_strength_bucket=lt_40(-0.059) | team_strength_gap_bucket=minus_10_or_worse(-0.056) | team_strength_bucket+opponent_strength_bucket=lt_40__50_55(-0.054),leave_one_season_out,2024
2024,747813,2024-03-25,MIN@ATL,MIN,ATL,away,team_early_deficit_scored_next2,0,0,3,0,-0.1435,-0.1435,,home_away+l10_rpg_bucket=away__high_4_5_5_5(-0.051) | home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747813,2024-03-25,MIN@ATL,ATL,MIN,home,team_won,1,12,0,1.0791,0,1.0791,team_strength_bucket+opponent_strength_bucket=50_55__lt_40(+0.170) | home_away+opponent_strength_bucket=home__lt_40(+0.167) | opponent_strength_bucket=lt_40(+0.111) | tag_weak_leader_fade_watch=yes(+0.105) | team_strength_gap_bucket=plus_10_plus(+0.102),,leave_one_season_out,2024
2024,747813,2024-03-25,MIN@ATL,ATL,MIN,home,team_runs_4plus,1,10,0,0.8514,0,0.8514,team_strength_bucket+opponent_strength_bucket=50_55__lt_40(+0.141) | home_away+opponent_strength_bucket=home__lt_40(+0.117) | opponent_strength_bucket=lt_40(+0.106) | team_strength_gap_bucket=plus_10_plus(+0.091) | tag_weak_leader_fade_watch=yes(+0.088),,leave_one_season_out,2024
2024,747813,2024-03-25,MIN@ATL,ATL,MIN,home,team_runs_5plus,0,9,0,0.732,0,0.732,team_strength_bucket+opponent_strength_bucket=50_55__lt_40(+0.134) | tag_weak_leader_fade_watch=yes(+0.107) | opponent_strength_bucket=lt_40(+0.092) | team_strength_gap_bucket=plus_10_plus(+0.089) | home_away+opponent_strength_bucket=home__lt_40(+0.080),,leave_one_season_out,2024
2024,747813,2024-03-25,MIN@ATL,ATL,MIN,home,game_total_9plus,0,3,1,0.1392,-0.0522,0.087,opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.053) | team_l10_post5_rpg_bucket+opponent_l10_post5_allowed_bucket=low_lt_3_5__mid_3_5_4_5(+0.045) | opponent_run_prevention_bucket=lt_40(+0.041),home_away+opponent_strength_bucket=home__lt_40(-0.052),leave_one_season_out,2024
2024,747813,2024-03-25,MIN@ATL,ATL,MIN,home,team_f5_runs_2plus,1,10,0,0.6174,0,0.6174,home_away+opponent_strength_bucket=home__lt_40(+0.094) | team_strength_bucket+opponent_strength_bucket=50_55__lt_40(+0.084) | tag_weak_leader_fade_watch=yes(+0.068) | team_strength_gap_bucket=plus_10_plus(+0.063) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.062),,leave_one_season_out,2024
